URL,title,country,dynastic period,time period,image
http://www.mfa.org/collections/object/tsuba-with-design-of-karako-fleeing-from-a-giant-crane-11805,Tsuba with design of karako fleeing from a giant crane,Japanese,Edo period,1851,['http://mfas3.s3.amazonaws.com/objects/SC52718.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-no-performer-seated-flautist-and-audience-11806,"Tsuba with design of No performer, seated flautist and audience",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC52719.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-a-fisherman-tying-on-his-sandals-11821,Tsuba with design of a fisherman tying on his sandals,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC52735.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-yoritomos-hunt-under-mount-fuji-11829,Tsuba with design of Yoritomo's hunt under Mount Fuji,Japanese,Edo period,1842,['http://mfas3.s3.amazonaws.com/objects/SC53278.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-flower-arrangement-in-a-bamboo-container-11833,Tsuba with design of flower arrangement in a bamboo container,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53282.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-scattered-plum-blossoms-around-the-rim-11835,Tsuba with design of scattered plum blossoms around the rim,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC53284.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-shape-of-a-war-fan-with-design-of-dragon-and-clouds-11837,Tsuba in the shape of a war-fan with design of dragon and clouds,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53286.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-clematis-on-a-simulated-woven-background-11844,Tsuba with design of clematis on a simulated woven background,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53293.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-descending-geese-moon-and-reeds-11851,"Tsuba with design of descending geese, moon and reeds",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53300.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-exhaling-seninn-and-pine-tree-11856,Tsuba with design of exhaling seninn and pine tree,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53306.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-oni-no-nenbutsu-in-otsu-e-style-11862,Tsuba with design of oni no nenbutsu in Otsu-e style,Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC53312.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-kanzan-and-jittoku-playing-with-a-scroll-11867,Tsuba with design of Kanzan and Jittoku playing with a scroll,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53317.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-bird-reeds-and-moons-reflection-11869,"Tsuba with design of bird, reeds and moon's reflection",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53319.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chinnan-sennin-and-his-dragon-11877,Tsuba with design of Chinnan Sennin and his dragon,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53398.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-crane-waves-and-crescent-moon-11882,"Tsuba with design of crane, waves and crescent moon",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53403.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-cranes-and-pine-clad-shore-11887,Tsuba with design of cranes and pine-clad shore,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53408.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragons-and-clouds-around-a-lozenge-shape-11921,Tsuba with design of dragons and clouds around a lozenge shape,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC53542.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-peasant-rice-stooks-and-foxes-11935,"Tsuba with design of peasant, rice-stooks and foxes",Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC53556.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-raijin-and-futen-raising-a-storm-11941,Tsuba with design of Raijin and Futen raising a storm,Japanese,Edo period,early to mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC53561.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-the-race-across-the-uji-river-11944,Tsuba with design of the race across the Uji River,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC53564.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chinese-sages-waterfall-and-bamboo-11947,"Tsuba with design of Chinese sages, waterfall and bamboo",Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC53567.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chinese-scholars-playing-go-11948,Tsuba with design of Chinese scholars playing go,Japanese,Edo period,early to mid-19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC53568.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chinese-sages-engaged-in-the-four-accomplishments-11951,Tsuba with design of Chinese sages engaged in the Four Accomplishments,Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC53571.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-tadanobu-defending-himself-with-a-go-board-11962,Tsuba with design of Tadanobu defending himself with a go board,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC54082.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-three-samurai-pine-tree-and-bird-11963,"Tsuba with design of three samurai, pine tree and bird",Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC54083.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-yorimasa-and-i-no-hayata-slaying-the-nue-11966,Tsuba with design of Yorimasa and I no Hayata slaying the nue ,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC54086.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-the-race-across-the-uji-river-11969,Tsuba with design of the race across the Uji River,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC54089.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-a-fight-between-samurai-and-oni-11970,Tsuba with design of a fight between samurai and oni,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC54090.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-the-seven-sages-of-the-bamboo-grove-11972,Tsuba with design of the Seven Sages of the Bamboo Grove,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC54092.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-ushiwakamaru-and-benkei-fighting-on-the-goj%C3%B4-bridge-11973,Tsuba with design of Ushiwakamaru and Benkei fighting on the Gojô Bridge,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC54093.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-omori-hikoshichi-carrying-a-witch-11980,Tsuba with design of Omori Hikoshichi carrying a witch,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC54100.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-geese-moon-and-stylized-clouds-11982,"Tsuba with design of geese, moon and stylized clouds",Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC54102.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-travelers-running-for-shelter-from-a-storm-12003,Tsuba with design of travelers running for shelter from a storm,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC55068.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-shishi-under-a-waterfall-and-young-12009,Tsuba with design of shishi under a waterfall and young,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55074.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-ho-o-kirin-and-minogame-12018,"Tsuba with design of dragon, ho-o, kirin and minogame",Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC55083.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-kannon-riding-on-a-dragons-head-12025,Tsuba with design of Kannon riding on a dragon's head,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55090.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-maples-leaves-and-stylized-chrysanthemums-12033,Tsuba with design of maples leaves and stylized chrysanthemums,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55098.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-maple-leaves-and-cherry-blossom-12036,Tsuba with design of maple leaves and cherry blossom,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55101.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-tiger-dragon-plum-and-bamboo-12040,"Tsuba with design of tiger, dragon, plum and bamboo",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55105.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-jurojin-looking-up-at-mount-fuji-12042,Tsuba with design of Jurojin looking up at Mount Fuji,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55107.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-male-and-female-pheasant-and-cherry-tree-12047,"Tsuba with design of male and female pheasant, and cherry tree",Japanese,Edo period–Meiji era,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC55112.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-plum-bamboo-setting-sun-and-birds-12051,"Tsuba with design of plum, bamboo, setting sun and birds",Japanese,Edo period,1865,['http://mfas3.s3.amazonaws.com/objects/SC55820.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-mount-fuji-and-waves-12055,"Tsuba with design of dragon, Mount Fuji and waves",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55824.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-the-shikunshi-bamboo-orchid-chrysanthemum-and-plum-12056,"Tsuba with design of the Shikunshi (bamboo, orchid, chrysanthemum and plum)",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC84146.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-swallow-waves-and-crescent-moon-12057,"Tsuba with design of swallow, waves and crescent moon",Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55826.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-cherry-and-peony-blossom-scrolls-and-pearls-12062,"Tsuba with design of cherry- and peony-blossom, scrolls and pearls",Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC55831.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-sparrow-and-torii-on-lattice-background-12070,Tsuba with design of sparrow and torii on lattice background,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC55839.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-stylized-snowflakes-and-plum-branches-12072,Tsuba with design of stylized snowflakes and plum branches,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55841.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-a-sennin-perhaps-bukan-zenshi-and-tiger-12075,Tsuba with design of a sennin (perhaps Bukan Zenshi) and tiger,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC55844.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-ushiwakamaru-and-benkei-in-combat-on-the-gojo-bridge-12080,Tsuba with design of Ushiwakamaru and Benkei in combat on the Gojo Bridge,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55849.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-okame-exorcizing-demons-at-the-new-year-12091,Tsuba with design of Okame exorcizing demons at the New Year,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC55860.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-decaying-lotus-leaf-and-a-snail-12095,"Tsuba in the form of a decaying lotus leaf, and a snail",Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC55864.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-snake-coiled-around-the-seppadai-12101,Tsuba in the form of a snake coiled around the seppadai,Japanese,Edo period,Late 18th–19th century,['http://mfas3.s3.amazonaws.com/objects/SC57113.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-tekkai-sennin-and-gama-sennin-12105,Tsuba with design of Tekkai Sennin and Gama Sennin,Japanese,Edo period,Late 18th–19th century,['http://mfas3.s3.amazonaws.com/objects/SC57117.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-monkey-reaching-for-the-moons-reflection-12107,Tsuba with design of monkey reaching for the moon's reflection,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC57119.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-snake-coiled-around-the-seppadai-12109,Tsuba in the form of a snake coiled around the seppadai,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC57121.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-a-boy-with-a-fishing-rod-and-bats-12111,"Tsuba with design of a boy with a fishing rod, and bats",Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC57123.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-manzai-shimenawa-pine-and-torii-12116,"Tsuba with design of Manzai, shimenawa, pine and torii",Japanese,Edo period,Late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC57128.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-snake-coiled-around-the-seppadai-12118,Tsuba in the form of a snake coiled around the seppadai,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC57130.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chinnan-sennin-and-his-dragon-12130,Tsuba with design of Chinnan Sennin and his dragon,Japanese,Edo period,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC57142.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-fishermen-under-mount-fuji-12137,Tsuba with design of fishermen under Mount Fuji,Japanese,Edo period–Meiji era,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC57149.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-white-robed-kannon-and-waterfall-12141,Tsuba with design of White-Robed Kannon and waterfall,Japanese,Edo period,1864,['http://mfas3.s3.amazonaws.com/objects/SC57587.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-cherry-blossom-floating-on-a-stream-12147,Tsuba with design of cherry-blossom floating on a stream,Japanese,Edo period,late 18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC57593.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-li-bai-and-an-attendant-admiring-a-waterfall-12156,Tsuba with design of Li Bai and an attendant admiring a waterfall,Japanese,Edo period,Late 18th–19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC57602.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-landscape-with-boatman-geese-and-moon-12158,"Tsuba with design of landscape with boatman, geese and moon",Japanese,Edo period,Late 18th–19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC57604.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chinnan-sennin-and-his-dragon-12164,Tsuba with design of Chinnan Sennin and his dragon,Japanese,Meiji era,Late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC58210.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-travelers-sheltering-from-a-storm-12173,Tsuba with design of travelers sheltering from a storm,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC58219.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-an-oni-poling-shokis-boat-12177,Tsuba with design of an oni poling Shoki's boat,Japanese,Edo period–Meiji era,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC58223.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-the-race-across-the-uji-river-12178,Tsuba with design of the race across the Uji River,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC58224.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-fern-fronds-and-star-motifs-13341,Tsuba with design of fern fronds and star motifs,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC41119.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-european-style-dragons-and-pearls-13375,Tsuba with design of European-style dragons and pearls,Japanese,Edo period,Late 17th–early 18th century,['http://mfas3.s3.amazonaws.com/objects/SC41136.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-a-landscape-with-pavilions-crags-boats-and-figures-13385,"Tsuba with design of a landscape with pavilions, crags, boats and figures",Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC41147.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-pine-tree-and-moonlit-landscape-13386,Tsuba with design of pine tree and moonlit landscape,Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC41155.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-pine-trees-clouds-and-moon-13422,"Tsuba with design of pine trees, clouds and moon",Japanese,Edo period,Late 17th–early 18th century,['http://mfas3.s3.amazonaws.com/objects/SC41275.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-pine-trees-and-cherry-blossom-13433,Tsuba with design of pine trees and cherry blossom,Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC41286.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-cherry-blossom-and-uchiwa-fans-13455,Tsuba with design of cherry blossom and uchiwa fans,Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC41306.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-jurojin-with-scroll-and-reishi-fungus-13496,Tsuba with design of Jurojin with scroll and reishi fungus,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC51104.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-tiger-dragon-bamboo-and-clouds-13498,"Tsuba with design of tiger, dragon, bamboo and clouds",Japanese,Edo period–Meiji era,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC41347.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-gulls-with-a-raised-panel-of-floral-decoration-13516,"Tsuba with design of gulls, with a raised panel of floral decoration",Japanese,Edo period,Late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC41363.jpg']
http://www.mfa.org/collections/object/tsuba-with-inome-heart-shaped-and-other-openings-13523,Tsuba with inome (heart-shaped) and other openings,Japanese,Edo period,mid-late 17th century (?),['http://mfas3.s3.amazonaws.com/objects/SC41371.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-moon-umbrella-and-fan-or-mirror-13531,"Tsuba with design of moon, umbrella and fan or mirror",Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC41378.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-invocation-to-hachiman-and-cherry-blossom-13534,"Tsuba with design of invocation to Hachiman, and cherry-blossom",Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC81987.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-inome-piercings-and-radiating-lines-13546,Tsuba with design of inome piercings and radiating lines,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC41393.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-long-eared-hare-or-umbrella-13558,Tsuba with design of long-eared hare or umbrella,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC41405.jpg']
http://www.mfa.org/collections/object/tsuba-formed-from-eighteen-overlapping-riveted-plates-13559,Tsuba formed from eighteen overlapping riveted plates,Japanese,Edo period,late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC81988.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-raised-ring-and-flower-piercings-13567,Tsuba with design of raised ring and flower piercings,Japanese,Edo period,1867,['http://mfas3.s3.amazonaws.com/objects/SC41527.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-monkeys-reaching-down-to-a-stream-13586,Tsuba with design of monkeys reaching down to a stream,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC41546.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-tiger-plum-and-bamboo-13593,"Tsuba with design of dragon, tiger, plum and bamboo",Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC58244.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-benkei-carrying-the-bell-of-miidera-temple-13605,Tsuba with design of Benkei carrying the bell of Miidera Temple,Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC44298.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-kontengi-astrolabe-with-a-moving-central-section-13609,Tsuba in the form of a kontengi astrolabe with a moving central section,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC44302.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragons-and-clouds-around-rim-13619,Tsuba with design of dragons and clouds around rim,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC44312.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-interrupted-geometric-and-floral-patterns-13637,Tsuba with design of interrupted geometric and floral patterns,Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC44232.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-geese-reeds-rocks-and-stream-13647,"Tsuba with design of geese, reeds, rocks and stream",Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC44242.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-mountains-pine-trees-grasses-and-a-boat-13648,"Tsuba with design of mountains, pine trees, grasses and a boat",Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC44243.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-rustic-dwelling-cockerel-mountain-and-sun-13651,"Tsuba with design of rustic dwelling, cockerel, mountain and sun",Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC44246.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-torii-carriage-wheels-and-pagoda-in-a-landscape-13654,"Tsuba with design of torii, carriage wheels and pagoda in a landscape",Japanese,Edo period,early to mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC44249.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-taikobo-tai-gongwang-fishing-13660,Tsuba with design of Taikobo (Tai Gongwang) fishing,Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC44255.jpg']
http://www.mfa.org/collections/object/tsuba-with-striped-pattern-and-scattered-gold-motifs-13662,Tsuba with striped pattern and scattered gold motifs,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC44257.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-swallow-waves-mountain-and-poem-13670,"Tsuba with design of swallow, waves, mountain and poem",Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC44266.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-umbrella-raincoat-mino-daikoku-and-ebisu-13678,"Tsuba with design of umbrella, raincoat (mino), Daikoku and Ebisu",Japanese,Edo period,early to mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC44274.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-squirrel-insects-ho-o-birds-and-vine-13682,"Tsuba with design of squirrel, insects, ho-o birds and vine",Japanese,Edo period,mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC44278.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-mount-fuji-and-eggplant-nasubi-13688,Tsuba with design of Mount Fuji and eggplant (nasubi),Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC44284.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-blossoms-fruit-leaves-and-tendrils-13701,"Tsuba with design of blossoms, fruit, leaves and tendrils",Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC44329.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-basketwork-pattern-and-stylized-vine-tendrils-13713,Tsuba with design of basketwork pattern and stylized vine tendrils,Japanese,Edo period,Late 17th–early 18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC44341.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-overlapping-squares-and-fan-shapes-13716,Tsuba with design of overlapping squares and fan-shapes,Japanese,Edo period,Late 17th–early 18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC44344.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-rustic-dwelling-trees-and-mountains-13717,"Tsuba with design of rustic dwelling, trees and mountains",Japanese,Edo period,early to mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC44345.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-hosokawa-family-mon-and-tendrils-13719,Tsuba with design of Hosokawa family mon and tendrils,Japanese,Edo period,early to mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC44347.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-tendrils-with-fan-shaped-openings-13733,"Tsuba with design of tendrils, with fan-shaped openings",Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC44361.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-onigawara-and-other-roof-tiles-13734,Tsuba with design of onigawara and other roof-tiles,Japanese,Edo period,mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC44362.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-shell-waves-and-stylized-blossoms-13735,"Tsuba with design of shell, waves and stylized blossoms",Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC44363.jpg']
http://www.mfa.org/collections/object/tsuba-with-radiating-pattern-and-design-of-vine-leaves-and-tendrils-13737,Tsuba with radiating pattern and design of vine leaves and tendrils,Japanese,Edo period,mid-late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC44365.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-stylized-birds-and-geometric-border-13738,Tsuba with design of stylized birds and geometric border,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC44366.jpg']
http://www.mfa.org/collections/object/tsuba-with-two-large-namazu-piercings-and-linear-designs-13762,Tsuba with two large namazu piercings and linear designs,Japanese,Edo period,early to mid-17th century,['http://mfas3.s3.amazonaws.com/objects/SC44388.jpg']
